text,label
臺灣高等法院 高雄分院 115 年度上訴字第 1054 號刑事裁定的裁判理由請幫我摘要,JUDGMENT
以臺灣彰化地方法院 115 年度聲字第 1071 號刑事裁定為例，說明偽造有價證券罪的要件如何被認定,MIXED
若有人決潰隄防、破壞水閘或損壞自來水池，致生公共危險，可能會面臨的最重刑責是什麼？,LEGAL
有沒有妨害自由的裁判可以參考？,JUDGMENT
臺灣高等法院 臺中分院 115 年度科控字第 6 號刑事裁定引用了哪些條文？那些條文的要件是什麼？,MIXED
在台灣，使人為奴隸或使人居於類似奴隸之不自由地位的法定刑範圍是多少？,LEGAL
找出毒品危害防制條例相關的裁判書給我,JUDGMENT
以臺灣高等法院 臺中分院 115 年度金上訴字第 1099 號刑事裁定為例，說明刑的要件如何被認定,MIXED
根據台灣法律，未經他人同意，無故以照相、錄影、電磁紀錄或其他科技方法攝錄其性影像應如何處罰？,LEGAL
請說明臺灣臺南地方法院 115 年度易字第 645 號刑事裁定的裁判內容,JUDGMENT
臺灣新北地方法院 115 年度審易字第 1908 號刑事判決引用了哪些條文？那些條文的要件是什麼？,MIXED
台灣法律如何界定偽造度量衡罪？,LEGAL
傷害案件中法院常見的處理方式是什麼？,JUDGMENT
從新從輕原則怎麼認定？請結合實際裁判說明,MIXED
台灣刑法第63條在規範什麼行為？,LEGAL
列出幾件過失傷害的判決供我研究,JUDGMENT
公共危險罪的構成要件是什麼？有沒有裁判可以佐證？,MIXED
在哪些情況下，阻卻違法事由不予適用？,LEGAL
臺灣花蓮地方法院 114 年度原金訴字第 161 號刑事裁定的爭點與結論分別是什麼？,JUDGMENT
之一 妨害性隱私及不實性影像罪的構成要件是什麼？有沒有裁判可以佐證？,MIXED
請問根據台灣的法律規範，易科罰金的要件是什麼？,LEGAL
臺灣高等法院 115 年度上訴字第 227 號刑事裁定這件案子法院認定了什麼事實？,JUDGMENT
想了解之一 沒收的法律要件，以及法院在個案中的認定標準,MIXED
被判處有期徒刑以上之刑後，在確定判決的多長時間內，假釋將會被撤銷？,LEGAL
臺灣新北地方法院 115 年度聲字第 1941 號刑事裁定中法院採用了什麼法律見解？,JUDGMENT
牽連犯的法律規定是什麼？實務裁判怎麼操作？,MIXED
提審聲請人或受裁定人提起抗告之期間應如何計算？,LEGAL
假釋中交付保護管束的案件實務上法院怎麼認定？,JUDGMENT
臺灣臺南地方法院 115 年度交簡字第 2223 號刑事判決引用了哪些條文？那些條文的要件是什麼？,MIXED
數罪併罰的法律效果是什麼？,LEGAL
臺灣橋頭地方法院 115 年度聲字第 1017 號刑事裁定後續有沒有救濟程序？,JUDGMENT
犯第三百三十九條詐欺罪而有下列情形之一，法律規定和法院見解兩方面都請說明,MIXED
請問刑法第295條的適用要件是什麼？,LEGAL
臺灣嘉義地方法院 115 年度簡上附民移簡字第 10 號民事判決這件案子法院認定了什麼事實？,JUDGMENT
刑之酌科及加減的法定刑與實際量刑有落差嗎？舉裁判說明,MIXED
在台灣，未受允准，而製造、販賣、運輸或持有炸藥、棉花藥、雷汞或其他相類之爆裂物或軍用槍砲、子彈而無正當理由的法定刑範圍是多少？,LEGAL
臺灣橋頭地方法院審理妨害自由案件的裁判有哪些？,JUDGMENT
詐欺等適用哪些法條？相關裁判的結果如何？,MIXED
少年有前案，會不會影響未來報考軍校或考公職、警職？,LEGAL
臺灣臺南地方法院對於妨害自由的裁判結果通常如何？,JUDGMENT
偽造文書印文罪的法定刑與實際量刑有落差嗎？舉裁判說明,MIXED
違反刑法第42條會有什麼法律後果？,LEGAL
妨害自由的案件實務上法院怎麼認定？,JUDGMENT
刑法第10條的規定是什麼？臺灣桃園地方法院 115 年度壢原簡字第 35 號刑事判決是如何適用這條的？,MIXED
台灣法律對阻卻責任事由的認定標準為何？,LEGAL
臺灣高等法院對於假釋付保護管束的裁判結果通常如何？,JUDGMENT
侵占罪的法定刑與實際量刑有落差嗎？舉裁判說明,MIXED
刑法第265條的規定內容是什麼？,LEGAL
近期加重詐欺等的裁判有什麼特徵？,JUDGMENT
內亂罪的構成要件是什麼？有沒有裁判可以佐證？,MIXED
在假釋期間犯下重罪，其出獄日數是否算入剩餘刑期內？,LEGAL
臺灣桃園地方法院對於賭博的裁判結果通常如何？,JUDGMENT
想像競合怎麼認定？請結合實際裁判說明,MIXED
未滿18歲的青少年犯下重大刑事犯罪，是否有可能被判處死刑或無期徒刑?,LEGAL
臺灣士林地方法院 114 年度侵訴字第 52 號刑事裁定後續有沒有救濟程序？,JUDGMENT
臺灣高等法院 臺中分院 115 年度聲字第 990 號刑事裁定引用了哪些條文？那些條文的要件是什麼？,MIXED
假釋撤銷的法律效果是什麼？,LEGAL
有沒有詐欺等的裁判可以參考？,JUDGMENT
以臺灣桃園地方法院 115 年度桃簡字第 1009 號刑事判決為例，說明侵占罪的要件如何被認定,MIXED
妨害農工商罪在台灣刑法下如何論罪？,LEGAL
臺灣臺南地方法院審理竊盜案件的裁判有哪些？,JUDGMENT
恐嚇在法律上如何規範？從裁判看實務見解是否一致？,MIXED
台灣刑法第275條在規範什麼行為？,LEGAL
臺灣苗栗地方法院 115 年度金訴字第 295 號刑事判決是基於什麼理由做出這個決定的？,JUDGMENT
關於定其應執行刑，法條依據與判決先例都幫我整理,MIXED
追訴權時效有哪幾種年限？,LEGAL
定應執行刑案件中法院常見的處理方式是什麼？,JUDGMENT
意圖供製造鴉片、嗎啡之用而栽種罌粟的刑責規定為何？實際案件法院都判多重？,MIXED
追訴權時效有哪幾種情形？,LEGAL
列出幾件違反毒品危害防制條例的判決供我研究,JUDGMENT
洩漏或交付前項之文書、圖畫、消息或物品於外國或其派遣之人的刑責規定為何？實際案件法院都判多重？,MIXED
一事不再理在台灣刑法中如何規定？,LEGAL
臺灣新竹地方法院 115 年度原訴字第 48 號刑事判決中法院採用了什麼法律見解？,JUDGMENT
搶奪強盜及海盜罪的法定刑與實際量刑有落差嗎？舉裁判說明,MIXED
台灣刑法第149條在規範什麼行為？,LEGAL
臺灣桃園地方法院 115 年度易緝字第 38 號刑事判決的當事人各自主張什麼？,JUDGMENT
時效的構成要件是什麼？有沒有裁判可以佐證？,MIXED
刑法第38-2條所定的刑罰為何？,LEGAL
聲請定應執行之刑類型的案件量刑實務為何？,JUDGMENT
刑法第319-5條的規定是什麼？臺灣桃園地方法院 115 年度壢交簡字第 62 號刑事判決是如何適用這條的？,MIXED
在台灣，以文字、圖畫、演說或他法，公然為下列行為之一會受到什麼樣的法律處罰？,LEGAL
臺灣高等法院對於詐欺等的裁判結果通常如何？,JUDGMENT
傷害罪的構成要件是什麼？有沒有裁判可以佐證？,MIXED
妨害婚姻及家庭罪的最高處罰是什麼？,LEGAL
臺灣桃園地方法院 114 年度訴字第 1263 號刑事判決是基於什麼理由做出這個決定的？,JUDGMENT
在公共場所或公眾得出入之場所賭博財物，法律規定和法院見解兩方面都請說明,MIXED
台灣法律如何界定「未受允准，招集軍隊，發給軍需或率帶軍隊」這種行為？,LEGAL
有沒有過失傷害的裁判可以參考？,JUDGMENT
定應執行之刑適用哪些法條？相關裁判的結果如何？,MIXED
毀棄損壞罪屬於告訴乃論之罪嗎？,LEGAL
妨害性自主的案件實務上法院怎麼認定？,JUDGMENT
意圖供製造鴉片、嗎啡之用而販賣或運輸罌粟種子，法律規定和法院見解兩方面都請說明,MIXED
根據台灣法律，在國外犯下何種性質的罪行，會使得該人士回台後仍可能面臨起訴？,LEGAL
有沒有違反證券交易法的裁判可以參考？,JUDGMENT
吸食鴉片或施打嗎啡或使用高根、海洛因或其化合質料，法律規定和法院見解兩方面都請說明,MIXED
台灣刑法中的假釋是如何規定的？,LEGAL
幫我解讀臺灣苗栗地方法院 115 年度苗交簡字第 245 號刑事判決這份裁判書,JUDGMENT
臺灣雲林地方法院 115 年度交附民字第 127 號刑事裁定引用了哪些條文？那些條文的要件是什麼？,MIXED
刑法第241條所定的刑罰為何？,LEGAL
臺灣高等法院 臺中分院 115 年度聲字第 1064 號刑事裁定中法院採用了什麼法律見解？,JUDGMENT
未受允准，招集軍隊，發給軍需或率帶軍隊，法律規定和法院見解兩方面都請說明,MIXED
什麼樣的行為會被認定為傷害罪？,LEGAL
臺灣新北地方法院 115 年度審交易字第 1099 號刑事判決後續有沒有救濟程序？,JUDGMENT
刑法第234條的規定是什麼？臺灣士林地方法院 115 年度審簡字第 881 號刑事判決是如何適用這條的？,MIXED
若因行審判職務之公署審判時或於檢察官偵查時，證人、鑑定人、通譯於案情有重要關係之事項，供前或供後具結，而為虛偽陳述被起訴，可能面臨的有期徒刑範圍為何？,LEGAL
臺灣桃園地方法院審理損害賠償案件的裁判有哪些？,JUDGMENT
對於已死之人犯誹謗罪，法律規定和法院見解兩方面都請說明,MIXED
偽造度量衡罪與相近罪名要如何區別？,LEGAL
臺灣臺中地方法院 114 年度訴字第 704 號刑事判決是基於什麼理由做出這個決定的？,JUDGMENT
臺灣桃園地方法院 114 年度訴字第 1093 號刑事裁定引用了哪些條文？那些條文的要件是什麼？,MIXED
若因故意傷害他人導致對方受到重傷，加害者依法最高可被判處多少年的有期徒刑？,LEGAL
臺灣桃園地方法院 115 年度訴字第 915 號刑事判決的當事人各自主張什麼？,JUDGMENT
以臺灣桃園地方法院 115 年度桃簡字第 1261 號刑事判決為例，說明之二 易刑的要件如何被認定,MIXED
公共危險罪屬於告訴乃論之罪嗎？,LEGAL
列出幾件詐欺等的判決供我研究,JUDGMENT
以強暴、脅迫或其他非法方法危害飛航安全或其設施的刑責規定為何？實際案件法院都判多重？,MIXED
台灣法律如何界定「意圖為自己或第三人不法之所有，以不正方法由收費設備取得他人之物」這種行為？,LEGAL
臺灣桃園地方法院 115 年度審交簡字第 158 號刑事判決中法院採用了什麼法律見解？,JUDGMENT
臺灣桃園地方法院 115 年度簡字第 304 號刑事判決引用了哪些條文？那些條文的要件是什麼？,MIXED
少年法院會如何裁判少年事件?,LEGAL
臺灣苗栗地方法院 115 年度聲自字第 7 號刑事裁定這件案子法院認定了什麼事實？,JUDGMENT
恐嚇及擄人勒贖罪的法定刑與實際量刑有落差嗎？舉裁判說明,MIXED
請問刑法第36條的適用要件是什麼？,LEGAL
違反著作權法類型的案件量刑實務為何？,JUDGMENT
妨害電腦使用罪的法定刑與實際量刑有落差嗎？舉裁判說明,MIXED
台灣刑法中的毀棄損壞罪是如何規定的？,LEGAL
想知道臺灣臺南地方法院 115 年度聲字第 1448 號刑事裁定的主文與理由,JUDGMENT
公務員對於職務上知悉或持有前條第一項之文書、圖畫、消息或物品，因過失而洩漏或交付，這觸犯什麼法條？法院實務上又是怎麼判的？,MIXED
根據台灣法律，假釋期滿逾多少年者，其假釋不會因再犯被撤銷？,LEGAL
想知道臺灣臺東地方法院 115 年度聲保字第 36 號刑事裁定的主文與理由,JUDGMENT
刑法第116條的規定是什麼？臺灣高等法院 臺中分院 115 年度抗字第 475 號刑事裁定是如何適用這條的？,MIXED
台灣法律對教唆犯的認定標準為何？,LEGAL
公共危險案件中法院常見的處理方式是什麼？,JUDGMENT
刑法第362條的規定是什麼？臺灣臺北地方法院 115 年度聲字第 1734 號刑事裁定是如何適用這條的？,MIXED
在臺灣，若公務人員濫用職權，導致民眾或其他企業損害，有無對應的法律責任？,LEGAL
臺灣臺南地方法院 115 年度交簡字第 2223 號刑事判決這件案子法院認定了什麼事實？,JUDGMENT
違反洗錢防制法等適用哪些法條？相關裁判的結果如何？,MIXED
若企業因未妥善處理導致火災擴大，依法應負何種責任?,LEGAL
臺灣高等法院 臺中分院 115 年度金上訴字第 813 號刑事判決中法院採用了什麼法律見解？,JUDGMENT
想了解妨害秘密罪的法律要件，以及法院在個案中的認定標準,MIXED
台灣法律如何界定累犯？,LEGAL
幫我解讀臺灣新北地方法院 115 年度金訴字第 1702 號刑事判決這份裁判書,JUDGMENT
以臺灣高等法院 115 年度審上易字第 167 號刑事裁定為例，說明妨害電腦使用罪的要件如何被認定,MIXED
如果犯罪者逃亡，追訴權時效會如何計算？,LEGAL
這份裁判書的重點幫我列出來,JUDGMENT
關於詐欺等，法條依據與判決先例都幫我整理,MIXED
在台灣，以生計上之利害，誘惑投票人不行使其投票權或為一定之行使的法定刑範圍是多少？,LEGAL
把臺灣屏東地方法院 115 年度聲字第 499 號刑事裁定的判斷過程整理成重點,JUDGMENT
刑法第358條的規定是什麼？臺灣臺南地方法院 115 年度聲保字第 155 號刑事裁定是如何適用這條的？,MIXED
違反刑法第292條會有什麼法律後果？,LEGAL
