text,label
聲請再審上訴成功的案例多嗎？,JUDGMENT
臺灣臺南地方法院 115 年度聲字第 1583 號刑事裁定用了哪些條文？那些條文在規範什麼？,MIXED
何謂侵占罪？,LEGAL
不好意思想請教，臺灣南投地方法院 115 年度投簡字第 175 號刑事判決為什麼會這樣判？,JUDGMENT
第202條規定的內容，加上實際裁判的運用，一起說明,MIXED
臺灣臺中地方法院 115 年度聲字第 2124 號刑事裁定被告最後有罪嗎？,JUDGMENT
第111條規定的內容，加上實際裁判的運用，一起說明,MIXED
有人在社群貼文造謠我們公司，我可以提告嗎？,LEGAL
臺灣桃園地方法院 115 年度壢交簡字第 876 號刑事判決為什麼會這樣判？,JUDGMENT
幫我找聲請定其應執行刑相關的判決,JUDGMENT
網拍賣家收錢不出貨，法律規定和法院實務見解都幫我查？,MIXED
請問刑法有傷害罪這種罪嗎？規定在哪？,LEGAL
何謂毀棄損壞罪？,LEGAL
同事偷看我的手機訊息，我想知道相關法律規定，還有實際案例的結果？,MIXED
定應執行刑的裁判實務上多嗎？,JUDGMENT
臺灣桃園地方法院 115 年度壢原簡字第 35 號刑事判決用了哪些條文？那些條文在規範什麼？,MIXED
想請問各位，想找臺灣桃園地方法院 115 年度聲字第 1864 號刑事裁定的全文,JUDGMENT
麻煩解答：親戚過世後叔叔把存摺全領走，這犯了什麼法條？法院以前都怎麼判？,MIXED
何謂法例？,LEGAL
急，妨害秩序罪的要件是什麼？臺灣高等法院 臺中分院 115 年度金上訴字第 1560 號刑事裁定是這樣認定的嗎？拜託了,MIXED
關於假釋中付保護管束，法條規定與判決先例幫我整理成重點？,MIXED
幫我找過失致死相關的判決,JUDGMENT
公共危險罪跟保安處分是一樣的嗎？求解,LEGAL
撤銷緩刑適用什麼法條？從裁判看法院的標準是什麼？,MIXED
第33條和第259條要怎麼分？,LEGAL
臺灣高等法院 臺南分院 115 年度上訴字第 796 號刑事裁定判決重點整理,JUDGMENT
親戚過世後叔叔把存摺全領走，我可以提告嗎？,LEGAL
臺灣桃園地方法院 115 年度桃簡字第 1239 號刑事判決用了哪些條文？那些條文在規範什麼？感謝解答,MIXED
想找臺灣屏東地方法院 114 年度訴字第 947 號刑事裁定的全文,JUDGMENT
有人檢舉我違建要拆我房子，算公共危險罪嗎？有沒有判決可以佐證？,MIXED
我被跟蹤騷擾了好幾個月，法律上我有什麼權利？,LEGAL
幫我找違反槍砲彈藥刀械管制條例相關的判決,JUDGMENT
不好意思想請教，臺灣桃園地方法院 115 年度交簡上字第 6 號刑事判決為什麼會這樣判？,JUDGMENT
聲請解除限制出境一般法院判下來大概多重？,JUDGMENT
想研究外患罪：條文依據和代表性判決都要？求解,MIXED
請問第79條條文內容是什麼？,LEGAL
不好意思想請教，毒品危害防制條例適用什麼法條？從裁判看法院的標準是什麼？,MIXED
請問我撿到手機拿去賣了，我想知道相關法律規定，還有實際案例的結果？求解,MIXED
刑的法定刑與實際量刑差多少？舉裁判說明,MIXED
想請問各位，同事偷看我的手機訊息，這犯了什麼法條？法院以前都怎麼判？,MIXED
有人冒用我的名義辦門號，這樣是詐欺背信及重利罪嗎？,LEGAL
何謂鴉片罪？,LEGAL
有個問題想問：臺灣新竹地方法院 115 年度聲字第 479 號刑事裁定用了哪些條文？那些條文在規範什麼？,MIXED
解讀一下臺灣新竹地方法院 115 年度聲字第 20 號刑事裁定,JUDGMENT
不好意思想請教，網拍賣家收錢不出貨，這樣的案件法條怎麼規定？實務上判賠多少？,MIXED
臺灣基隆地方法院 115 年度易字第 142 號刑事判決判決重點整理,JUDGMENT
緩刑法條怎麼寫？實務裁判怎麼解釋這條？,MIXED
臺灣高等法院 臺中分院 115 年度聲字第 990 號刑事裁定用了哪些條文？那些條文在規範什麼？,MIXED
有個問題想問：臺灣桃園地方法院 114 年度簡上字第 546 號刑事裁定的法律見解可以說明嗎？,JUDGMENT
臺灣高等法院 115 年度上訴字第 2921 號刑事裁定用了哪些條文？那些條文在規範什麼？,MIXED
幫我看看臺灣新竹地方法院 114 年度訴字第 1495 號刑事判決在講什麼,JUDGMENT
不好意思想請教，室友欠房租跑掉房東要我全付，法律上我有什麼權利？,LEGAL
未成年犯妨害國交罪會怎麼處理？,LEGAL
想問一下，有公共危險被判緩刑的判決嗎？,JUDGMENT
老闆叫我簽本票才能離職，我可以提告嗎？,LEGAL
不好意思想請教，幫我看看臺灣桃園地方法院 115 年度桃簡字第 1009 號刑事判決在講什麼,JUDGMENT
解讀一下臺灣高雄地方法院 115 年度審易字第 1043 號刑事裁定？感謝解答,JUDGMENT
臺灣士林地方法院 115 年度聲字第 788 號刑事裁定被告最後有罪嗎？,JUDGMENT
臺灣高等法院 臺中分院 115 年度金上訴字第 1694 號刑事判決用了哪些條文？那些條文在規範什麼？,MIXED
朋友借我的名義開公司，算之一 妨害司法公正罪嗎？有沒有判決可以佐證？,MIXED
急，我被誣賴偷東西，這樣的案件法條怎麼規定？實務上判賠多少？,MIXED
急，我撿到手機拿去賣了，追訴期是多久？,LEGAL
被依第345條移送會怎麼樣？,LEGAL
保安處分在法律上怎麼定義？,LEGAL
想問一下，有人在社群貼文造謠我們公司，這樣的案件法條怎麼規定？實務上判賠多少？,MIXED
妨害婚姻及家庭罪法條怎麼寫？實務裁判怎麼解釋這條？,MIXED
刑事責任的罰金大概多少？,LEGAL
急，我的照片被拿去做迷因圖，我可以提告嗎？,LEGAL
褻瀆祀典及侵害墳墓屍體罪法條怎麼寫？實務裁判怎麼解釋這條？,MIXED
請問詐欺背信及重利罪的法定刑與實際量刑差多少？舉裁判說明？,MIXED
臺灣苗栗地方法院 115 年度訴字第 275 號刑事判決的法律見解可以說明嗎？,JUDGMENT
被依第71條移送會怎麼樣？,LEGAL
網拍賣家收錢不出貨，這觸犯哪一條法律？,LEGAL
台灣刑法對妨害自由罪的處罰重嗎？,LEGAL
第307條和第285條要怎麼分？,LEGAL
公司要我自願離職不給資遣費，我可以提告嗎？,LEGAL
我小孩在學校被同學打，算妨害投票罪嗎？有沒有判決可以佐證？,MIXED
關於傷害，法條規定與判決先例幫我整理成重點,MIXED
想問一下，翻譯一下臺灣臺中地方法院 115 年度審原簡字第 32 號刑事判決的主文，看不懂,JUDGMENT
不好意思想請教，外患罪告訴期間過了還能告嗎？,LEGAL
老闆叫我簽本票才能離職，我想知道相關法律規定，還有實際案例的結果,MIXED
急，朋友借我的名義開公司，我想知道相關法律規定，還有實際案例的結果,MIXED
想請問各位，何謂鴉片罪？,LEGAL
想問一下，我在網路上被人公開罵垃圾，法律規定和法院實務見解都幫我查,MIXED
不好意思想請教，未成年犯之一 沒收會怎麼處理？,LEGAL
親戚過世後叔叔把存摺全領走，法律上我有什麼權利？感謝解答,LEGAL
刑法有刑這種罪嗎？規定在哪？,LEGAL
想請問各位，被依第227-1條移送會怎麼樣？,LEGAL
第38-1條規定的內容，加上實際裁判的運用，一起說明？求解,MIXED
翻譯一下臺灣士林地方法院 115 年度審原交簡字第 21 號刑事判決的主文，看不懂,JUDGMENT
臺灣南投地方法院 115 年度原金訴字第 32 號刑事判決這篇裁判的結論是？,JUDGMENT
房東沒經過我同意進我房間，法律規定和法院實務見解都幫我查,MIXED
臺灣士林地方法院 115 年度聲字第 595 號刑事裁定判了什麼？謝謝,JUDGMENT
妨害自由罪是什麼意思？求解,LEGAL
不好意思想請教，想找臺灣臺北地方法院 115 年度審訴字第 1347 號刑事判決的全文,JUDGMENT
臺灣基隆地方法院 115 年度聲字第 419 號刑事裁定判了什麼？,JUDGMENT
想請問各位，臺灣臺南地方法院有哪些竊盜等的案子？,JUDGMENT
妨害電腦使用罪的要件是什麼？臺灣新竹地方法院 114 年度訴字第 1162 號刑事判決是這樣認定的嗎？,MIXED
解讀一下臺灣苗栗地方法院 115 年度苗簡字第 1 號民事判決,JUDGMENT
想請問各位，偽造文書印文罪被起訴後流程大概是怎樣？,LEGAL
想請問各位，我撿到手機拿去賣了，報警有用嗎？警察會怎麼處理？,LEGAL
之一 妨害性隱私及不實性影像罪告訴期間過了還能告嗎？,LEGAL
我開車不小心擦撞到行人，這犯了什麼法條？法院以前都怎麼判？,MIXED
球場打球被故意肘擊受傷，我可以提告嗎？,LEGAL
犯偽造度量衡罪可以易科罰金嗎？拜託了,LEGAL
第50條和第208條要怎麼分？,LEGAL
保安處分跟公共危險罪是一樣的嗎？拜託了,LEGAL
鄰居半夜施工吵到我報警也沒用，可以告他嗎？依據哪條？有類似判決參考嗎？,MIXED
數罪併罰的罰金大概多少？,LEGAL
不好意思想請教，關於公共危險，法條規定與判決先例幫我整理成重點,MIXED
我開車不小心擦撞到行人，這樣的案件法條怎麼規定？實務上判賠多少？求解,MIXED
第334條規定的內容，加上實際裁判的運用，一起說明,MIXED
何謂數罪併罰？,LEGAL
想請問各位，有沒有詐欺等判很輕的案例？,JUDGMENT
急，妨害性自主罪法條怎麼寫？實務裁判怎麼解釋這條？,MIXED
偽造有價證券罪初犯會被關嗎？,LEGAL
有個問題想問：臺灣高等法院 臺中分院 114 年度上訴字第 1307 號刑事裁定被告最後有罪嗎？,JUDGMENT
不好意思想請教，幫我找聲明異議相關的判決,JUDGMENT
第23條條文內容是什麼？,LEGAL
想問一下，老闆叫我簽本票才能離職，法律規定和法院實務見解都幫我查,MIXED
臺灣屏東地方法院 115 年度聲字第 469 號刑事裁定為什麼會這樣判？,JUDGMENT
朋友借我的名義開公司，法律規定和法院實務見解都幫我查,MIXED
臺灣南投地方法院 115 年度聲保字第 45 號刑事裁定用了哪些條文？那些條文在規範什麼？,MIXED
臺灣屏東地方法院 115 年度聲字第 744 號刑事裁定判決重點整理,JUDGMENT
不好意思想請教，我檢舉公司逃漏稅被解僱，追訴期是多久？,LEGAL
臺灣高等法院 臺中分院 115 年度聲字第 1185 號刑事裁定的法律見解可以說明嗎？,JUDGMENT
臺灣南投地方法院 115 年度投簡字第 407 號刑事判決用了哪些條文？那些條文在規範什麼？,MIXED
妨害秘密罪的要件是什麼？臺灣臺南地方法院 115 年度單聲沒字第 149 號刑事判決是這樣認定的嗎？,MIXED
想研究妨害婚姻及家庭罪：條文依據和代表性判決都要,MIXED
我被前公司控告洩漏營業秘密，提告需要什麼證據？感謝解答,LEGAL
臺灣臺中地方法院 114 年度金訴字第 4623 號刑事判決被告最後有罪嗎？,JUDGMENT
鴉片罪告訴期間過了還能告嗎？,LEGAL
幫我找定應執行刑相關的判決？感謝解答,JUDGMENT
鴉片罪被起訴後流程大概是怎樣？,LEGAL
不好意思想請教，我被詐騙集團騙了三十萬，追訴期是多久？,LEGAL
急，同事偷看我的手機訊息，提告需要什麼證據？,LEGAL
瀆職罪是什麼意思？,LEGAL
想問一下，我提供帳戶給別人使用結果被列警示戶，我想知道相關法律規定，還有實際案例的結果,MIXED
我買到事故車但車商沒告知，我想知道相關法律規定，還有實際案例的結果,MIXED
請問臺灣橋頭地方法院 115 年度聲字第 664 號刑事裁定判了什麼？,JUDGMENT
想找臺灣臺北地方法院 115 年度聲字第 2050 號刑事裁定的全文,JUDGMENT
幫我看看臺灣高等法院 臺中分院 115 年度聲字第 1194 號刑事裁定在講什麼,JUDGMENT
想請問各位，有沒有傷害判很輕的案例？拜託了,JUDGMENT
不好意思想請教，有陌生人一直傳訊息騷擾我，這樣的案件法條怎麼規定？實務上判賠多少？,MIXED
未成年犯妨害公務罪會怎麼處理？,LEGAL
台灣刑法對刑的處罰重嗎？,LEGAL
刑法有保安處分這種罪嗎？規定在哪？,LEGAL
麻煩解答：翻譯一下臺灣士林地方法院 115 年度訴字第 179 號刑事判決的主文，看不懂,JUDGMENT
外送餐點被鄰居偷走，算妨害自由罪嗎？有沒有判決可以佐證？,MIXED
幫我看看臺灣臺南地方法院 115 年度交簡字第 2131 號刑事判決在講什麼,JUDGMENT
急，臺灣桃園地方法院 115 年度壢簡字第 686 號刑事判決這篇裁判的結論是？謝謝,JUDGMENT
犯外患罪可以易科罰金嗎？,LEGAL
妨害秘密罪的法定刑與實際量刑差多少？舉裁判說明,MIXED
想問一下，詐欺背信及重利罪的要件是什麼？臺灣苗栗地方法院 115 年度聲字第 432 號刑事裁定是這樣認定的嗎？,MIXED
急，之一  妨害風化罪告訴期間過了還能告嗎？謝謝,LEGAL
台灣刑法對偽證及誣告罪的處罰重嗎？,LEGAL
我開車不小心擦撞到行人，追訴期是多久？,LEGAL
幫我看看臺灣宜蘭地方法院 115 年度侵訴字第 7 號刑事裁定在講什麼,JUDGMENT
不好意思想請教，臺灣高等法院 高雄分院 115 年度上訴字第 498 號刑事判決這篇裁判的結論是？,JUDGMENT
想問一下，偽造文書印文罪被起訴後流程大概是怎樣？,LEGAL
想請問各位，公共危險罪是什麼意思？,LEGAL
請問我檢舉公司逃漏稅被解僱，算之一 沒收嗎？有沒有判決可以佐證？,MIXED
請問有沒有聲請定其應執行刑判很輕的案例？,JUDGMENT
網拍賣家收錢不出貨，可以告他嗎？依據哪條？有類似判決參考嗎？,MIXED
想看幾篇加重詐欺等的裁判書,JUDGMENT
室友一直偷拿我的東西，對方會有什麼刑責？,LEGAL
翻譯一下臺灣臺南地方法院 115 年度簡字第 3709 號刑事判決的主文，看不懂,JUDGMENT
有人用我的照片開假帳號，這犯了什麼法條？法院以前都怎麼判？,MIXED
想問一下，有聲請定其應執行刑被判緩刑的判決嗎？,JUDGMENT
麻煩解答：網拍賣家收錢不出貨，報警有用嗎？警察會怎麼處理？,LEGAL
臺灣南投地方法院 114 年度訴字第 226 號刑事判決判決重點整理,JUDGMENT
想研究外患罪：條文依據和代表性判決都要,MIXED
想問一下，有人冒用我的名義辦門號，對方會有什麼刑責？,LEGAL
網拍賣家收錢不出貨，追訴期是多久？,LEGAL
我在夜市跟人起衝突推了對方一把，可以要求賠償嗎？依據是什麼？,LEGAL
我簽了車貸合約才發現利率超高，這樣是妨害性自主罪嗎？,LEGAL
最近停止執行的案件都怎麼判？,JUDGMENT
不服羈押等的裁判實務上多嗎？,JUDGMENT
過失傷害一般法院判下來大概多重？,JUDGMENT
室友一直偷拿我的東西，算殺人罪嗎？有沒有判決可以佐證？,MIXED
我簽了車貸合約才發現利率超高，我可以提告嗎？,LEGAL
公共危險罪被起訴後流程大概是怎樣？,LEGAL
臺灣高等法院 臺中分院 115 年度金上訴字第 1694 號刑事判決被告最後有罪嗎？,JUDGMENT
我撿到手機拿去賣了，法律上我有什麼權利？,LEGAL
有個問題想問：未成年犯搶奪強盜及海盜罪會怎麼處理？,LEGAL
妨害婚姻及家庭罪告訴期間過了還能告嗎？,LEGAL
請問內亂罪在法律上怎麼定義？,LEGAL
急，毀棄損壞罪法條怎麼寫？實務裁判怎麼解釋這條？,MIXED
我的機車停在路邊被人騎走，提告需要什麼證據？,LEGAL
殺人罪和解之後還會被起訴嗎？,LEGAL
麻煩解答：數罪併罰的要件是什麼？臺灣臺南地方法院 115 年度易字第 598 號刑事判決是這樣認定的嗎？,MIXED
想看幾篇毒品危害防制條例的裁判書,JUDGMENT
我簽了車貸合約才發現利率超高，算偽造度量衡罪嗎？有沒有判決可以佐證？,MIXED
麻煩解答：第115-1條規定的內容，加上實際裁判的運用，一起說明,MIXED
第258條和第216條要怎麼分？,LEGAL
妨害自由等適用什麼法條？從裁判看法院的標準是什麼？,MIXED
想研究脫逃罪：條文依據和代表性判決都要,MIXED
想找臺灣嘉義地方法院 115 年度撤緩字第 71 號刑事裁定的全文？,JUDGMENT
臺灣臺中地方法院 115 年度單禁沒字第 371 號刑事裁定為什麼會這樣判？,JUDGMENT
未成年犯妨害名譽及信用罪會怎麼處理？,LEGAL
我簽了車貸合約才發現利率超高，提告需要什麼證據？,LEGAL
想問一下，第319-2條是在講什麼的？,LEGAL
外患罪跟遺棄罪是一樣的嗎？,LEGAL
想請問各位，臺灣臺南地方法院 115 年度簡字第 3354 號刑事判決被告最後有罪嗎？,JUDGMENT
妨害電腦使用罪跟妨害自由罪是一樣的嗎？,LEGAL
幫我看看臺灣桃園地方法院 115 年度聲字第 2386 號刑事裁定在講什麼,JUDGMENT
不好意思想請教，我被跟蹤騷擾了好幾個月，提告需要什麼證據？,LEGAL
麻煩解答：幫我比較這兩篇判決的差異,JUDGMENT
想找臺灣新竹地方法院 115 年度聲字第 866 號刑事裁定的全文,JUDGMENT
有沒有聲請具保停止羈押判很輕的案例？,JUDGMENT
贓物罪的要件是什麼？臺灣新北地方法院 115 年度審簡字第 912 號刑事判決是這樣認定的嗎？,MIXED
法例被起訴後流程大概是怎樣？,LEGAL
麻煩解答：臺灣臺北地方法院 115 年度審交易字第 381 號刑事判決用了哪些條文？那些條文在規範什麼？,MIXED
我開車不小心擦撞到行人，需要負法律責任嗎？,LEGAL
有個問題想問：侵權行為損害賠償的裁判實務上多嗎？,JUDGMENT
臺灣高等法院 115 年度聲再字第 270 號刑事裁定判了什麼？,JUDGMENT
有妨害秘密被判緩刑的判決嗎？,JUDGMENT
翻譯一下臺灣新竹地方法院 115 年度訴字第 403 號刑事判決的主文，看不懂,JUDGMENT
想問一下，侮辱適用什麼法條？從裁判看法院的標準是什麼？,MIXED
臺灣高等法院 臺中分院 115 年度金上訴字第 1093 號刑事判決為什麼會這樣判？,JUDGMENT
幫我看看臺灣新北地方法院 115 年度聲字第 2444 號刑事裁定在講什麼,JUDGMENT
第294-1條是在講什麼的？,LEGAL
想問一下，第319-3條和第268條要怎麼分？,LEGAL
我被誣賴偷東西，需要負法律責任嗎？,LEGAL
我未成年的弟弟騎車撞到人，算未遂犯嗎？有沒有判決可以佐證？,MIXED
急，第196條條文內容是什麼？,LEGAL
朋友借我的名義開公司，算妨害性自主罪嗎？有沒有判決可以佐證？,MIXED
想看幾篇偽造文書等的裁判書,JUDGMENT
網拍賣家收錢不出貨，我想知道相關法律規定，還有實際案例的結果,MIXED
我未成年的弟弟騎車撞到人，算外患罪嗎？有沒有判決可以佐證？拜託了,MIXED
想研究藏匿人犯及湮滅證據罪：條文依據和代表性判決都要,MIXED
有沒有違反毒品危害防制條例判很輕的案例？,JUDGMENT
台灣刑法對妨害公務罪的處罰重嗎？,LEGAL
翻譯一下臺灣桃園地方法院 115 年度壢簡字第 1278 號刑事判決的主文，看不懂,JUDGMENT
第62條條文內容是什麼？,LEGAL
請問公司要我自願離職不給資遣費，這樣的案件法條怎麼規定？實務上判賠多少？,MIXED
臺灣嘉義地方法院 115 年度嘉簡字第 724 號刑事判決判了什麼？,JUDGMENT
台灣刑法對搶奪強盜及海盜罪的處罰重嗎？,LEGAL
急，之二 易刑的要件是什麼？臺灣臺南地方法院 115 年度訴字第 2409 號刑事判決是這樣認定的嗎？,MIXED
想請問各位，我被詐騙集團騙了三十萬，算妨害公務罪嗎？有沒有判決可以佐證？,MIXED
保安處分在法律上怎麼定義？拜託了,LEGAL
不服延長羈押的裁判實務上多嗎？,JUDGMENT
臺灣苗栗地方法院 115 年度苗智簡字第 6 號刑事判決判決重點整理,JUDGMENT
台灣刑法對偽造度量衡罪的處罰重嗎？,LEGAL
同事偷看我的手機訊息，可以告他嗎？依據哪條？有類似判決參考嗎？,MIXED
我被誣賴偷東西，這樣的案件法條怎麼規定？實務上判賠多少？謝謝,MIXED
墮胎罪的罰金大概多少？,LEGAL
妨害自由等的裁判實務上多嗎？,JUDGMENT
解讀一下臺灣臺中地方法院 115 年度訴字第 163 號刑事裁定,JUDGMENT
妨害名譽及信用罪告訴期間過了還能告嗎？,LEGAL
詐欺犯罪危害防制條例等適用什麼法條？從裁判看法院的標準是什麼？,MIXED
請問外送餐點被鄰居偷走，法律上我有什麼權利？,LEGAL
最近詐欺的案件都怎麼判？,JUDGMENT
有沒有聲請定其應執行刑判很輕的案例？,JUDGMENT
請問想看幾篇定其應執行刑的裁判書,JUDGMENT
之一 沒收的法定刑與實際量刑差多少？舉裁判說明,MIXED
急，假釋付保護管束適用什麼法條？從裁判看法院的標準是什麼？,MIXED
想請問各位，公司要我自願離職不給資遣費，法律規定和法院實務見解都幫我查,MIXED
判決書裡「保護管束」是什麼意思？感謝解答,JUDGMENT
第224條條文內容是什麼？,LEGAL
想看幾篇聲請具保停止羈押的裁判書,JUDGMENT
侵占一般法院判下來大概多重？,JUDGMENT
關於加重詐欺等，法條規定與判決先例幫我整理成重點,MIXED
有沒有定其應執行刑判很輕的案例？,JUDGMENT
我簽了車貸合約才發現利率超高，報警有用嗎？警察會怎麼處理？,LEGAL
我把公司資料帶去新公司用，可以要求賠償嗎？依據是什麼？,LEGAL
幫我看看臺灣高等法院 臺中分院 115 年度上訴字第 542 號刑事裁定在講什麼,JUDGMENT
外送餐點被鄰居偷走，對方會有什麼刑責？,LEGAL
想找臺灣高等法院 臺中分院 115 年度金上訴字第 1323 號刑事裁定的全文,JUDGMENT
妨害投票罪的罰金大概多少？,LEGAL
房東沒經過我同意進我房間，報警有用嗎？警察會怎麼處理？,LEGAL
球場打球被故意肘擊受傷，需要負法律責任嗎？,LEGAL
有個問題想問：我在停車場被人刮車，追訴期是多久？,LEGAL
解讀一下臺灣苗栗地方法院 115 年度苗智簡字第 6 號刑事判決,JUDGMENT
想問一下，第324條規定的內容，加上實際裁判的運用，一起說明？求解,MIXED
刑的要件是什麼？臺灣士林地方法院 115 年度聲字第 1042 號刑事裁定是這樣認定的嗎？,MIXED
妨害婚姻及家庭罪初犯會被關嗎？,LEGAL
急，刑法有妨害秘密罪這種罪嗎？規定在哪？,LEGAL
想請問各位，有人檢舉我違建要拆我房子，這樣是妨害公務罪嗎？,LEGAL
之一 沒收初犯會被關嗎？求解,LEGAL
我提供帳戶給別人使用結果被列警示戶，算妨害婚姻及家庭罪嗎？有沒有判決可以佐證？,MIXED
有沒有聲明異議判很輕的案例？,JUDGMENT
麻煩解答：被依第257條移送會怎麼樣？,LEGAL
解讀一下臺灣臺東地方法院 115 年度原交易緝字第 1 號刑事裁定,JUDGMENT
前男友拿我的私密照威脅我，算之一 沒收嗎？有沒有判決可以佐證？,MIXED
恐嚇及擄人勒贖罪和解之後還會被起訴嗎？,LEGAL
想請問各位，關於竊盜，法條規定與判決先例幫我整理成重點,MIXED
之二 易刑跟墮胎罪是一樣的嗎？謝謝,LEGAL
想請問各位，刑法有妨害投票罪這種罪嗎？規定在哪？,LEGAL
公司要我自願離職不給資遣費，法律上我有什麼權利？,LEGAL
有個問題想問：有詐欺等被判緩刑的判決嗎？,JUDGMENT
前男友拿我的私密照威脅我，可以要求賠償嗎？依據是什麼？,LEGAL
想研究偽造度量衡罪：條文依據和代表性判決都要,MIXED
朋友借我的名義開公司，法律上我有什麼權利？,LEGAL
急，臺灣桃園地方法院 115 年度聲保字第 278 號刑事裁定被告最後有罪嗎？,JUDGMENT
不好意思想請教，最近詐欺等的案件都怎麼判？感謝解答,JUDGMENT
急，聲請撤銷緩刑上訴成功的案例多嗎？,JUDGMENT
幫我看看臺灣新竹地方法院 115 年度交易字第 369 號刑事判決在講什麼,JUDGMENT
關於不服具保停止羈押等，法條規定與判決先例幫我整理成重點,MIXED
我買到事故車但車商沒告知，算時效嗎？有沒有判決可以佐證？,MIXED
不好意思想請教，刑之酌科及加減是什麼意思？,LEGAL
犯偽造文書印文罪可以易科罰金嗎？,LEGAL
臺灣新竹地方法院 114 年度原易字第 65 號刑事判決判了什麼？,JUDGMENT
網拍賣家收錢不出貨，這樣是時效嗎？,LEGAL
請問關於詐欺犯罪危害防制條例等，法條規定與判決先例幫我整理成重點,MIXED
解讀一下臺灣高等法院 臺中分院 115 年度聲字第 851 號刑事裁定,JUDGMENT
不好意思想請教，殺人罪的法定刑與實際量刑差多少？舉裁判說明,MIXED
請問有人冒用我的名義辦門號，提告需要什麼證據？,LEGAL
球場打球被故意肘擊受傷，這樣是偽造貨幣罪嗎？,LEGAL
我在網路上被人公開罵垃圾，可以告他嗎？依據哪條？有類似判決參考嗎？,MIXED
急，有人在社群貼文造謠我們公司，這樣的案件法條怎麼規定？實務上判賠多少？,MIXED
鄰居半夜施工吵到我報警也沒用，法律規定和法院實務見解都幫我查,MIXED
球場打球被故意肘擊受傷，法律規定和法院實務見解都幫我查,MIXED
有個問題想問：最近沒入保證金的案件都怎麼判？,JUDGMENT
麻煩解答：外送餐點被鄰居偷走，算鴉片罪嗎？有沒有判決可以佐證？,MIXED
第311條條文內容是什麼？謝謝,LEGAL
臺灣桃園地方法院 115 年度審交易字第 408 號刑事判決用了哪些條文？那些條文在規範什麼？,MIXED
臺灣桃園地方法院審理竊盜的裁判找得到嗎？,JUDGMENT
內亂罪跟墮胎罪是一樣的嗎？,LEGAL
我在夜市跟人起衝突推了對方一把，法律上我有什麼權利？,LEGAL
臺灣臺南地方法院 115 年度聲字第 1495 號刑事裁定為什麼會這樣判？,JUDGMENT
請問想找臺灣高等法院 115 年度上訴字第 2809 號刑事裁定的全文,JUDGMENT
麻煩解答：幫我找詐欺等相關的判決,JUDGMENT
第296條規定的內容，加上實際裁判的運用，一起說明,MIXED
這份裁判書幫我做摘要？感謝解答,JUDGMENT
想問一下，臺灣臺北地方法院 114 年度訴字第 1694 號刑事裁定這篇裁判的結論是？,JUDGMENT
臺灣臺南地方法院 115 年度簡字第 3745 號刑事判決用了哪些條文？那些條文在規範什麼？,MIXED
不好意思想請教，刑法有保安處分這種罪嗎？規定在哪？,LEGAL
第71條和第286條要怎麼分？,LEGAL
急，臺灣高等法院審理詐欺等的裁判找得到嗎？,JUDGMENT
不好意思想請教，臺灣雲林地方法院 115 年度簡字第 51 號民事判決這篇裁判的結論是？拜託了,JUDGMENT
