text,label
刑法第138條的行為主體有什麼限制？,LEGAL
幫我解釋刑法第362條的每一項規定,LEGAL
未遂犯的法定刑是多少？實務上法院實際都判多重？,MIXED
觸犯刑法第133條會留下前科嗎？,LEGAL
解釋一下臺灣高等法院 高雄分院 115 年度抗字第 277 號刑事裁定在講什麼,JUDGMENT
刑法關於傷害罪的規定可以整理給我嗎？,LEGAL
恐嚇及擄人勒贖罪的法定刑是多少？實務上法院實際都判多重？,MIXED
刑法第78條規定什麼？實務上像竊盜這種案件法院都怎麼判？,MIXED
法院在臺灣臺中地方法院 115 年度中簡字第 1930 號刑事判決採取了什麼見解？,JUDGMENT
發還扣押物在刑法上怎麼規定？從判決來看法院的認定標準是什麼？,MIXED
刑法第15條的行為主體有什麼限制？,LEGAL
褻瀆祀典及侵害墳墓屍體罪的條文規定和實務判決見解有沒有落差？,MIXED
刑法第50條規定了什麼？,LEGAL
刑法第309條的立法目的是什麼？,LEGAL
法院在臺灣桃園地方法院 115 年度簡上附民移簡字第 21 號民事裁定採取了什麼見解？,JUDGMENT
臺灣士林地方法院關於宣告沒收的案件都怎麼判？,JUDGMENT
刑法第248條是告訴乃論嗎？,LEGAL
竊盜適用的法條是什麼？有判決先例可以參考嗎？,MIXED
臺灣新竹地方法院 115 年度聲字第 866 號刑事裁定的主文內容是什麼？,JUDGMENT
臺灣臺北地方法院 115 年度審簡字第 1597 號刑事判決中法院的理由是什麼？,JUDGMENT
刑法第300條是告訴乃論嗎？實務上這類案件的判決情況如何？,MIXED
刑法第185-1條的追訴權時效是多久？,LEGAL
刑法第156條有沒有未遂犯的處罰？,LEGAL
聲請定應執行之刑適用的法條是什麼？有判決先例可以參考嗎？,MIXED
臺灣桃園地方法院 115 年度訴字第 221 號民事判決裡被告的答辯是什麼？,JUDGMENT
臺灣臺北地方法院 114 年度訴字第 874 號刑事判決適用了哪些法條？這些條文的要件是什麼？,MIXED
我想了解毒品危害防制條例等的相關法條和實務判決，都幫我整理,MIXED
刑法第76條是告訴乃論嗎？,LEGAL
比較刑法第19條的文義和法院實務的解釋差異,MIXED
刑法第94條規定什麼？實務上像聲請假釋期中交付保護管束這種案件法院都怎麼判？,MIXED
刑法第171條的內容是什麼？可以解釋一下嗎？,LEGAL
臺灣臺南地方法院 115 年度聲字第 1583 號刑事裁定中法院的理由是什麼？,JUDGMENT
假釋付保護管束會觸犯哪些刑法條文？法院實務見解如何？,MIXED
刑法第172-2條的追訴權時效是多久？,LEGAL
侵權行為損害賠償案件的判決先例有哪些？,JUDGMENT
臺灣桃園地方法院 115 年度桃簡字第 1239 號刑事判決的量刑考量是什麼？,JUDGMENT
聲請停止羈押適用的法條是什麼？有判決先例可以參考嗎？,MIXED
朋友涉嫌過失傷害，相關法條規定和法院可能的判決結果是什麼？,MIXED
刑法第288條的構成要件是什麼？臺灣高等法院 臺中分院 115 年度聲字第 958 號刑事裁定是怎麼適用這條的？,MIXED
刑法第212條規定了什麼？,LEGAL
有沒有賭博被判無罪或駁回的案例？,JUDGMENT
家庭暴力之傷害的法律要件是什麼？用真實案例解釋給我聽,MIXED
臺灣臺北地方法院關於過失傷害的案件都怎麼判？,JUDGMENT
觸犯刑法第7條會留下前科嗎？,LEGAL
以臺灣新竹地方法院 113 年度訴字第 449 號刑事判決為例，說明刑之酌科及加減的構成要件怎麼認定,MIXED
偽造有價證券罪和其他財產犯罪怎麼區分？,LEGAL
解釋一下臺灣桃園地方法院 115 年度簡上附民移簡字第 21 號民事裁定在講什麼,JUDGMENT
妨害農工商罪怎麼構成？實務上有哪些判決可以佐證？,MIXED
臺灣士林地方法院 115 年度原訴字第 27 號刑事判決跟類似案件的判決有什麼不同？,JUDGMENT
臺灣桃園地方法院 115 年度聲字第 1678 號刑事裁定的主文內容是什麼？,JUDGMENT
「意圖供製造鴉片、嗎啡之用而栽種罌粟者，處五年」這是刑法哪一條的規定？,LEGAL
初犯刑法第226-1條會被關嗎？可以易科罰金嗎？,LEGAL
聲請再審的案件量刑大概多重？,JUDGMENT
臺灣臺南地方法院 115 年度訴字第 2536 號刑事判決適用了哪些法條？這些條文的要件是什麼？,MIXED
「藏匿犯人或依法逮捕、拘禁之脫逃人或使之隱避者」這是刑法哪一條的規定？,LEGAL
臺灣橋頭地方法院 115 年度易字第 796 號刑事裁定裡被告的答辯是什麼？,JUDGMENT
刑法第106條的構成要件是什麼？臺灣臺中地方法院 114 年度金重訴字第 1425 號刑事裁定是怎麼適用這條的？,MIXED
解釋一下臺灣桃園地方法院 115 年度訴字第 221 號民事判決在講什麼,JUDGMENT
有沒有公共危險被判無罪或駁回的案例？,JUDGMENT
妨害公務的法律要件是什麼？用真實案例解釋給我聽,MIXED
刑法第278條規定什麼？實務上像詐欺等這種案件法院都怎麼判？,MIXED
違反藥事法等案件中法院怎麼認定事實？,JUDGMENT
幫我摘要臺灣士林地方法院 115 年度訴字第 188 號刑事判決,JUDGMENT
刑法第351條的立法目的是什麼？,LEGAL
解釋一下臺灣臺南地方法院 115 年度簡字第 2778 號刑事判決在講什麼,JUDGMENT
刑法第160條是告訴乃論嗎？實務上這類案件的判決情況如何？,MIXED
減輕或免除扶養義務在刑法上怎麼規定？從判決來看法院的認定標準是什麼？,MIXED
臺灣橋頭地方法院最近有哪些聲請定其應執行刑的判決？,JUDGMENT
臺灣高等法院 臺中分院 115 年度原金上訴字第 26 號刑事裁定適用了哪些法條？這些條文的要件是什麼？,MIXED
刑法第283條的行為主體有什麼限制？,LEGAL
發還扣押物等的法律要件是什麼？用真實案例解釋給我聽,MIXED
法院在臺灣橋頭地方法院 115 年度附民字第 1041 號刑事判決採取了什麼見解？,JUDGMENT
臺灣臺中地方法院 115 年度聲字第 1845 號刑事裁定跟類似案件的判決有什麼不同？,JUDGMENT
觸犯刑法第64條會留下前科嗎？,LEGAL
臺灣新竹地方法院 115 年度竹簡字第 399 號民事裁定這件案子的事實經過為何？,JUDGMENT
臺灣高雄地方法院 115 年度聲字第 694 號刑事裁定中法院的理由是什麼？,JUDGMENT
鴉片罪的成立要件是什麼？,LEGAL
刑法第38條規定什麼？實務上像定應執行之刑這種案件法院都怎麼判？,MIXED
刑法第168條適用時要注意什麼？,LEGAL
臺灣臺中地方法院 115 年度簡字第 250 號刑事判決這件案子可以上訴嗎？結果如何？,JUDGMENT
臺灣高等法院 臺中分院 115 年度聲字第 990 號刑事裁定的量刑考量是什麼？,JUDGMENT
刑法第324條規定了什麼？,LEGAL
臺灣彰化地方法院 115 年度簡字第 1921 號刑事判決裡被告的答辯是什麼？,JUDGMENT
妨害公務會觸犯哪些刑法條文？法院實務見解如何？,MIXED
發還扣押物案件的判決先例有哪些？,JUDGMENT
刑法第86條規定了什麼？,LEGAL
刑之酌科及加減怎麼構成？實務上有哪些判決可以佐證？,MIXED
解釋詐欺背信及重利罪的要件，並用實際判決說明法院怎麼認定,MIXED
臺灣高等法院 115 年度聲保字第 914 號刑事裁定的主文內容是什麼？,JUDGMENT
朋友涉嫌毒品危害防制條例等，相關法條規定和法院可能的判決結果是什麼？,MIXED
臺灣臺北地方法院 115 年度聲字第 2057 號刑事裁定的爭點是什麼？,JUDGMENT
妨害風化的案件量刑大概多重？,JUDGMENT
幫我解釋刑法第42條的每一項規定,LEGAL
臺灣新北地方法院 115 年度聲字第 2094 號刑事裁定的爭點是什麼？,JUDGMENT
刑法第358條的內容是什麼？可以解釋一下嗎？,LEGAL
「公務員於立法院聽證或受質詢時，就其所知之重要」這是刑法哪一條的規定？,LEGAL
刑法第301條適用時要注意什麼？,LEGAL
關於聲明異議，實務上法院通常怎麼判？,JUDGMENT
朋友涉嫌定其應執行刑，相關法條規定和法院可能的判決結果是什麼？,MIXED
刑法第172條和第339條有什麼差別？,LEGAL
刑法第45條有沒有未遂犯的處罰？,LEGAL
臺灣南投地方法院 115 年度投交簡字第 250 號刑事判決跟類似案件的判決有什麼不同？,JUDGMENT
刑法第352條規定什麼？實務上像毒品危害防制條例這種案件法院都怎麼判？,MIXED
臺灣高等法院 115 年度侵聲再字第 8 號刑事裁定的判決結果是什麼？,JUDGMENT
刑法第2條和第319-5條有什麼差別？,LEGAL
刑法第110條的行為主體有什麼限制？,LEGAL
臺灣士林地方法院 115 年度聲字第 516 號刑事裁定中法院的理由是什麼？,JUDGMENT
刑法第132條的行為主體有什麼限制？,LEGAL
幫我摘要臺灣桃園地方法院 115 年度桃簡字第 88 號刑事判決,JUDGMENT
有沒有偽造文書等被判無罪或駁回的案例？,JUDGMENT
偽造貨幣罪的法定刑是多少？實務上法院實際都判多重？,MIXED
法院在臺灣桃園地方法院 115 年度壢原簡字第 35 號刑事判決採取了什麼見解？,JUDGMENT
朋友涉嫌定應執行刑，相關法條規定和法院可能的判決結果是什麼？,MIXED
刑法第88條的行為主體有什麼限制？,LEGAL
什麼情況下會成立刑法第20條的罪？,LEGAL
臺灣花蓮地方法院 115 年度原易字第 40 號刑事裁定跟類似案件的判決有什麼不同？,JUDGMENT
臺灣高等法院 臺中分院 115 年度聲字第 1259 號刑事裁定的判決結果是什麼？,JUDGMENT
臺灣桃園地方法院 113 年度簡上字第 220 號民事判決的量刑考量是什麼？,JUDGMENT
之一 妨害性隱私及不實性影像罪的條文規定和實務判決見解有沒有落差？,MIXED
臺灣高等法院處理聲請解除限制出境案件的立場是什麼？,JUDGMENT
臺灣高等法院 臺中分院 115 年度聲字第 1289 號刑事裁定這件案子的事實經過為何？,JUDGMENT
刑法第241條的構成要件有哪些？,LEGAL
刑法第212條的構成要件是什麼？臺灣臺北地方法院 115 年度簡字第 1997 號刑事裁定是怎麼適用這條的？,MIXED
臺灣臺南地方法院 114 年度訴字第 1447 號刑事裁定中法院的理由是什麼？,JUDGMENT
幫我解釋刑法第165條的每一項規定,LEGAL
刑法第124條規定了什麼？,LEGAL
觸犯刑法第338條會留下前科嗎？,LEGAL
臺灣高等法院 臺中分院 115 年度上易字第 277 號刑事判決的判決結果是什麼？,JUDGMENT
「偽造、變造、毀棄或隱匿可以證明中華民國對於外」這是刑法哪一條的規定？,LEGAL
臺灣臺南地方法院 115 年度訴字第 1910 號刑事判決適用了哪些法條？這些條文的要件是什麼？,MIXED
臺灣臺南地方法院處理公共危險案件的立場是什麼？,JUDGMENT
之一 沒收的條文規定和實務判決見解有沒有落差？,MIXED
臺灣橋頭地方法院 115 年度易字第 790 號刑事裁定跟類似案件的判決有什麼不同？,JUDGMENT
臺灣臺北地方法院 115 年度交簡字第 1178 號刑事判決跟類似案件的判決有什麼不同？,JUDGMENT
搶奪強盜及海盜罪的法律規定為何？可以用臺灣臺南地方法院 115 年度易字第 993 號刑事判決當例子說明嗎？,MIXED
刑法第143條的行為主體有什麼限制？,LEGAL
臺灣新北地方法院 115 年度審易字第 2076 號刑事判決適用了哪些法條？這些條文的要件是什麼？,MIXED
恐嚇及擄人勒贖罪的法律規定為何？可以用臺灣橋頭地方法院 115 年度交訴字第 69 號刑事裁定當例子說明嗎？,MIXED
解釋一下臺灣新北地方法院 114 年度審金訴字第 3906 號刑事裁定在講什麼,JUDGMENT
刑法第349條的行為主體有什麼限制？,LEGAL
臺灣新竹地方法院 113 年度附民字第 1035 號刑事判決的判決結果是什麼？,JUDGMENT
初犯刑法第71條會被關嗎？可以易科罰金嗎？,LEGAL
刑法第258條規定什麼？實務上像過失傷害這種案件法院都怎麼判？,MIXED
刑法關於鴉片罪的規定可以整理給我嗎？,LEGAL
刑法第184條是告訴乃論嗎？實務上這類案件的判決情況如何？,MIXED
妨害婚姻及家庭罪的法律規定為何？可以用福建高等法院金門分院 115 年度聲字第 11 號刑事裁定當例子說明嗎？,MIXED
臺灣臺南地方法院 115 年度聲字第 1337 號刑事裁定這件案子的事實經過為何？,JUDGMENT
法院在智慧財產及商業法院 112 年度刑智上訴字第 17 號刑事判決採取了什麼見解？,JUDGMENT
妨害自由罪和其他財產犯罪怎麼區分？,LEGAL
比較刑法第361條的文義和法院實務的解釋差異,MIXED
以臺灣高雄地方法院 115 年度審易字第 269 號刑事判決為例，說明偽造文書印文罪的構成要件怎麼認定,MIXED
妨害自由罪的成立要件是什麼？,LEGAL
刑法第193條所稱的行為是指什麼？,LEGAL
關於毒品危害防制條例等，實務上法院通常怎麼判？,JUDGMENT
妨害名譽及信用罪的法定刑是多少？實務上法院實際都判多重？,MIXED
刑法第74條規定什麼？實務上像詐欺等這種案件法院都怎麼判？,MIXED
聲請定應執行之刑等的案件量刑大概多重？,JUDGMENT
臺灣臺南地方法院 115 年度聲字第 1455 號刑事裁定的主文內容是什麼？,JUDGMENT
刑法關於刑事責任的規定可以整理給我嗎？,LEGAL
臺灣士林地方法院 115 年度聲字第 788 號刑事裁定中法院的理由是什麼？,JUDGMENT
保安處分的法律規定為何？可以用臺灣臺南地方法院 115 年度交簡字第 2541 號刑事判決當例子說明嗎？,MIXED
臺灣高等法院 115 年度上訴字第 2815 號刑事裁定的主文內容是什麼？,JUDGMENT
我想了解偽造文書的相關法條和實務判決，都幫我整理,MIXED
刑法第298條的行為主體有什麼限制？,LEGAL
偽造度量衡罪和其他財產犯罪怎麼區分？,LEGAL
臺灣苗栗地方法院 115 年度易字第 362 號刑事判決的量刑考量是什麼？,JUDGMENT
刑法裡「未受懷胎婦女之囑託或未得其承諾，而使之墮胎者」是什麼意思？,LEGAL
幫我解釋刑法第101條的每一項規定,LEGAL
刑法第194條有沒有未遂犯的處罰？,LEGAL
妨害性自主罪的法定刑是多少？實務上法院實際都判多重？,MIXED
解釋一下臺灣高等法院 臺中分院 115 年度金上訴字第 1622 號刑事判決在講什麼,JUDGMENT
臺灣臺北地方法院 114 年度審訴字第 707 號刑事裁定的判決結果是什麼？,JUDGMENT
觸犯刑法第189條會留下前科嗎？,LEGAL
臺灣高等法院 115 年度附民字第 956 號刑事判決裡被告的答辯是什麼？,JUDGMENT
贓物罪怎麼構成？實務上有哪些判決可以佐證？,MIXED
比較刑法第10條的文義和法院實務的解釋差異,MIXED
臺灣屏東地方法院 115 年度聲字第 521 號刑事裁定的爭點是什麼？,JUDGMENT
刑法第127條是告訴乃論嗎？,LEGAL
刑事責任的條文規定和實務判決見解有沒有落差？,MIXED
臺灣高等法院 115 年度上訴字第 2350 號刑事判決的主文內容是什麼？,JUDGMENT
刑法第238條所稱的行為是指什麼？,LEGAL
刑法第151條有沒有未遂犯的處罰？,LEGAL
刑法第141條是告訴乃論嗎？實務上這類案件的判決情況如何？,MIXED
妨害秩序罪和其他財產犯罪怎麼區分？,LEGAL
臺灣屏東地方法院 115 年度交簡字第 839 號刑事判決適用了哪些法條？這些條文的要件是什麼？,MIXED
刑法裡「行為後法律有變更者，適用行為時之法律。但行為」是什麼意思？,LEGAL
刑法第171條的行為主體有什麼限制？,LEGAL
「意圖刺探或收集第一百零九條第一項之文書、圖畫」這是刑法哪一條的規定？,LEGAL
有沒有竊盜被判無罪或駁回的案例？,JUDGMENT
臺灣高等法院 高雄分院 115 年度上訴字第 1054 號刑事裁定適用了哪些法條？這些條文的要件是什麼？,MIXED
保安處分的成立要件是什麼？,LEGAL
刑法第3條規定了什麼？,LEGAL
臺灣士林地方法院關於竊盜的案件都怎麼判？,JUDGMENT
刑法第27條有沒有未遂犯的處罰？,LEGAL
臺灣橋頭地方法院 115 年度毒聲字第 211 號刑事裁定的主文內容是什麼？,JUDGMENT
偽造有價證券罪的法定刑是多少？實務上法院實際都判多重？,MIXED
解釋一下臺灣士林地方法院 115 年度審簡字第 891 號刑事判決在講什麼,JUDGMENT
刑法第198條是告訴乃論嗎？,LEGAL
刑法第316條規定了什麼？,LEGAL
刑法第25條的要件是什麼？法院在具體個案中怎麼操作？,MIXED
刑法第175條有沒有未遂犯的處罰？,LEGAL
比較刑法第11條的文義和法院實務的解釋差異,MIXED
法院在臺灣高等法院 臺中分院 115 年度金上訴字第 1649 號刑事裁定採取了什麼見解？,JUDGMENT
以臺灣屏東地方法院 115 年度簡字第 311 號刑事判決為例，說明保安處分的構成要件怎麼認定,MIXED
臺灣高等法院 臺中分院 115 年度原上易字第 16 號刑事裁定這件案子的事實經過為何？,JUDGMENT
找幾件毀損的判決給我參考,JUDGMENT
臺灣士林地方法院 115 年度聲字第 854 號刑事裁定的主文內容是什麼？,JUDGMENT
臺灣桃園地方法院 115 年度桃簡字第 531 號刑事判決適用了哪些法條？這些條文的要件是什麼？,MIXED
瀆職罪規定在刑法哪些條文？,LEGAL
臺灣臺南地方法院 115 年度交簡字第 1972 號刑事判決的爭點是什麼？,JUDGMENT
侵權行為損害賠償的案件量刑大概多重？,JUDGMENT
刑法第327條的內容是什麼？可以解釋一下嗎？,LEGAL
臺灣臺南地方法院 115 年度簡字第 2720 號刑事判決這件案子可以上訴嗎？結果如何？,JUDGMENT
什麼情況下會成立刑法第226條的罪？,LEGAL
刑法第201-1條規定什麼？實務上像聲請發還扣押物這種案件法院都怎麼判？,MIXED
刑法第276條的構成要件有哪些？,LEGAL
解釋一下臺灣彰化地方法院 114 年度軍訴字第 3 號刑事裁定在講什麼,JUDGMENT
公共危險罪的法律規定為何？可以用臺灣高等法院 113 年度上訴字第 2446 號刑事裁定當例子說明嗎？,MIXED
臺灣嘉義地方法院 115 年度嘉簡字第 724 號刑事判決的判決結果是什麼？,JUDGMENT
刑法第99條的構成要件是什麼？臺灣臺南地方法院 115 年度簡字第 3106 號刑事判決是怎麼適用這條的？,MIXED
假釋付保護管束適用的法條是什麼？有判決先例可以參考嗎？,MIXED
我想了解毀損的相關法條和實務判決，都幫我整理,MIXED
違反毒品危害防制條例案件的判決先例有哪些？,JUDGMENT
以臺灣高等法院 臺南分院 115 年度上訴字第 454 號刑事判決為例，說明妨害投票罪的構成要件怎麼認定,MIXED
刑法第319-3條適用時要注意什麼？,LEGAL
觸犯刑法第17條會留下前科嗎？,LEGAL
刑法第260條的立法目的是什麼？,LEGAL
臺灣士林地方法院 113 年度訴字第 383 號刑事判決適用了哪些法條？這些條文的要件是什麼？,MIXED
刑法第220條的構成要件是什麼？臺灣桃園地方法院 115 年度審簡字第 575 號刑事判決是怎麼適用這條的？,MIXED
保安處分的法律規定為何？可以用臺灣臺東地方法院 115 年度聲保字第 27 號刑事裁定當例子說明嗎？,MIXED
臺灣新北地方法院關於詐欺等的案件都怎麼判？,JUDGMENT
刑法第109條是告訴乃論嗎？實務上這類案件的判決情況如何？,MIXED
「意圖營利，辦理有獎儲蓄或未經政府允准而發行彩」這是刑法哪一條的規定？,LEGAL
臺灣高等法院 115 年度抗字第 1750 號刑事裁定的判決結果是什麼？,JUDGMENT
刑法第335條規定什麼？實務上像侵占這種案件法院都怎麼判？,MIXED
刑法第306條是告訴乃論嗎？,LEGAL
法院在臺灣臺北地方法院 115 年度審原訴字第 207 號民事裁定採取了什麼見解？,JUDGMENT
關於詐欺，實務上法院通常怎麼判？,JUDGMENT
臺灣屏東地方法院關於定應執行刑的案件都怎麼判？,JUDGMENT
刑法關於毀棄損壞罪的規定可以整理給我嗎？,LEGAL
刑法第109條和第177條有什麼差別？,LEGAL
臺灣士林地方法院 115 年度聲字第 832 號刑事裁定中法院的理由是什麼？,JUDGMENT
臺灣高等法院處理假釋付保護管束案件的立場是什麼？,JUDGMENT
偽造有價證券罪的成立要件是什麼？,LEGAL
朋友涉嫌詐欺等，相關法條規定和法院可能的判決結果是什麼？,MIXED
臺灣桃園地方法院 115 年度聲字第 1584 號刑事裁定裡被告的答辯是什麼？,JUDGMENT
刑的法律規定為何？可以用臺灣臺南地方法院 115 年度訴字第 2334 號刑事判決當例子說明嗎？,MIXED
刑法第119條的要件是什麼？法院在具體個案中怎麼操作？,MIXED
違反洗錢防制法等適用的法條是什麼？有判決先例可以參考嗎？,MIXED
刑法第229條規定什麼？實務上像詐欺等這種案件法院都怎麼判？,MIXED
什麼情況下會成立刑法第112條的罪？,LEGAL
刑法第361條是告訴乃論嗎？,LEGAL
解釋一下臺灣高雄地方法院 114 年度訴字第 153 號刑事裁定在講什麼,JUDGMENT
刑法第148條所稱的行為是指什麼？,LEGAL
損害賠償的法律要件是什麼？用真實案例解釋給我聽,MIXED
刑法第233條的構成要件是什麼？臺灣臺北地方法院 115 年度審訴字第 263 號民事裁定是怎麼適用這條的？,MIXED
刑法第153條規定什麼？實務上像聲請定其應執行刑這種案件法院都怎麼判？,MIXED
臺灣臺南地方法院 115 年度聲保字第 153 號刑事裁定適用了哪些法條？這些條文的要件是什麼？,MIXED
臺灣士林地方法院關於聲請法官迴避的案件都怎麼判？,JUDGMENT
聲請定其應執行刑適用的法條是什麼？有判決先例可以參考嗎？,MIXED
刑法第252條規定什麼？實務上像減輕或免除扶養義務這種案件法院都怎麼判？,MIXED
刑法第339-1條規定什麼？實務上像業務侵占罪這種案件法院都怎麼判？,MIXED
刑法第261條是告訴乃論嗎？實務上這類案件的判決情況如何？,MIXED
臺灣高等法院 臺中分院 115 年度科控字第 6 號刑事裁定裡被告的答辯是什麼？,JUDGMENT
臺灣高等法院 114 年度國審上重訴字第 4 號刑事裁定的量刑考量是什麼？,JUDGMENT
刑法第16條有沒有未遂犯的處罰？,LEGAL
法院在臺灣高等法院 115 年度聲字第 1805 號刑事裁定採取了什麼見解？,JUDGMENT
朋友涉嫌詐欺犯罪危害防制條例等，相關法條規定和法院可能的判決結果是什麼？,MIXED
數罪併罰的法定刑是多少？實務上法院實際都判多重？,MIXED
違反刑法第110條會受到什麼處罰？,LEGAL
刑法第47條的追訴權時效是多久？,LEGAL
幫我解釋刑法第361條的每一項規定,LEGAL
之一 沒收怎麼構成？實務上有哪些判決可以佐證？,MIXED
刑法第33條的行為主體有什麼限制？,LEGAL
刑法第348條規定了什麼？,LEGAL
法院在臺灣桃園地方法院 115 年度聲字第 1401 號刑事裁定採取了什麼見解？,JUDGMENT
刑法第306條的構成要件有哪些？,LEGAL
刑法第344-1條所稱的行為是指什麼？,LEGAL
刑法第171條是告訴乃論嗎？實務上這類案件的判決情況如何？,MIXED
幫我解釋刑法第185-4條的每一項規定,LEGAL
臺灣桃園地方法院 115 年度壢交簡字第 62 號刑事判決這件案子可以上訴嗎？結果如何？,JUDGMENT
臺灣臺中地方法院 115 年度中簡字第 1977 號刑事判決的判決結果是什麼？,JUDGMENT
刑法第311條的追訴權時效是多久？,LEGAL
臺灣高雄地方法院 115 年度審附民字第 1224 號刑事判決這件案子的事實經過為何？,JUDGMENT
妨害秘密罪的法定刑是多少？實務上法院實際都判多重？,MIXED
法院在臺灣高等法院 臺中分院 115 年度上易字第 333 號刑事判決採取了什麼見解？,JUDGMENT
遺棄罪怎麼構成？實務上有哪些判決可以佐證？,MIXED
洗錢防制法案件中法院怎麼認定事實？,JUDGMENT
刑法第133條的要件是什麼？法院在具體個案中怎麼操作？,MIXED
刑法第289條的行為主體有什麼限制？,LEGAL
刑法第65條的追訴權時效是多久？,LEGAL
妨害自由罪的法律規定為何？可以用臺灣桃園地方法院 115 年度聲字第 2023 號刑事裁定當例子說明嗎？,MIXED
法院在臺灣高等法院 115 年度抗字第 1814 號刑事裁定採取了什麼見解？,JUDGMENT
找幾件洗錢防制法等的判決給我參考,JUDGMENT
竊盜罪怎麼構成？實務上有哪些判決可以佐證？,MIXED
刑法第273條適用時要注意什麼？,LEGAL
刑和其他財產犯罪怎麼區分？,LEGAL
臺灣高等法院 臺中分院 115 年度聲字第 1205 號刑事裁定適用了哪些法條？這些條文的要件是什麼？,MIXED
臺灣高等法院 115 年度聲再字第 340 號刑事裁定這件案子的事實經過為何？,JUDGMENT
臺灣臺中地方法院 115 年度聲字第 1637 號刑事裁定的爭點是什麼？,JUDGMENT
臺灣臺北地方法院 115 年度審原訴字第 63 號刑事判決中法院的理由是什麼？,JUDGMENT
臺灣宜蘭地方法院 115 年度聲字第 570 號刑事裁定裡被告的答辯是什麼？,JUDGMENT
妨害秩序罪的法定刑是多少？實務上法院實際都判多重？,MIXED
違反醫療法的案件量刑大概多重？,JUDGMENT
刑法第164條的追訴權時效是多久？,LEGAL
刑法第293條所稱的行為是指什麼？,LEGAL
刑法第318條是告訴乃論嗎？實務上這類案件的判決情況如何？,MIXED
臺灣臺南地方法院 115 年度簡字第 2786 號刑事判決這件案子可以上訴嗎？結果如何？,JUDGMENT
臺灣新竹地方法院 115 年度訴字第 1458 號刑事判決的爭點是什麼？,JUDGMENT
臺灣苗栗地方法院 115 年度聲字第 358 號刑事裁定中法院的理由是什麼？,JUDGMENT
臺灣高等法院 115 年度聲保字第 864 號刑事裁定中法院的理由是什麼？,JUDGMENT
初犯刑法第274條會被關嗎？可以易科罰金嗎？,LEGAL
聲請具保停止羈押在刑法上怎麼規定？從判決來看法院的認定標準是什麼？,MIXED
初犯刑法第300條會被關嗎？可以易科罰金嗎？,LEGAL
妨害自由等的法律要件是什麼？用真實案例解釋給我聽,MIXED
刑法第230條規定了什麼？,LEGAL
臺灣臺南地方法院 115 年度訴字第 502 號民事裁定中法院的理由是什麼？,JUDGMENT
刑法第318-2條的構成要件是什麼？臺灣高等法院 臺南分院 115 年度上訴字第 1237 號刑事判決是怎麼適用這條的？,MIXED
最高法院最近有哪些違反銀行法的判決？,JUDGMENT
妨害自由罪怎麼構成？實務上有哪些判決可以佐證？,MIXED
時效的條文規定和實務判決見解有沒有落差？,MIXED
我想了解懲戒的相關法條和實務判決，都幫我整理,MIXED
鴉片罪的處罰有多重？,LEGAL
刑法第319-3條規定了什麼？,LEGAL
刑法第78-1條的構成要件是什麼？臺灣彰化地方法院 114 年度訴字第 1182 號刑事裁定是怎麼適用這條的？,MIXED
我想了解侵權行為損害賠償的相關法條和實務判決，都幫我整理,MIXED
殺人罪的條文規定和實務判決見解有沒有落差？,MIXED
刑法第30條的內容是什麼？可以解釋一下嗎？,LEGAL
